id_tse;cargo;nome_completo;numero_candidato;nome_urna;situacao_candidatura;detalhe_situacao_candidatura;numero_partido;sigla_partido;nome_partido;municipio_nascimento;data_nascimento;genero;grau_instrucao;estado_civil;cor_raca;ocupacao;reeleicao;venceu;situacao_candidatura_urna;bens;receita_campanha;despesa_contratada_campanha;deputado_number;votes
250000606287;DEPUTADO FEDERAL;ERIKA LAUREN DE ARRUDA;1083;E.L.A.;APTO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;SÃO PAULO;04/07/1960;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;27340.05;19999.3;1083.0;270.0
250000618596;DEPUTADO ESTADUAL;JOSE CARLOS FLAUSINO;44511;MEU JOVEM;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PONTE NOVA;30/09/1958;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;NÃO ELEITO;DEFERIDO;;5508.25;;;
250000623836;DEPUTADO ESTADUAL;IEDA COSTA DE OLIVEIRA;19233;IRMÃ IEDA;APTO;DEFERIDO;19;PODE;PODEMOS;CAMPINA GRANDE;01/09/1956;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;506459.07;48500.0;47500.0;;
250000601588;2º SUPLENTE;JUCINALDO SOUZA AZEVEDO;500;JUCINALDO AZEVEDO;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;RIACHÃO DE JAQUIPE;21/01/1975;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;PROFESSOR DE ENSINO MÉDIO;N;NÃO ELEITO;DEFERIDO;331000.0;;;;
250000617754;DEPUTADO FEDERAL;CLAÚDIO DE JESUS PAES;1838;CLAUDIO PAES;APTO;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;OSASCO;18/04/1965;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;N;NÃO ELEITO;DEFERIDO;250000.0;2579.6;1379.6;1838.0;1047.0
250000618623;DEPUTADO ESTADUAL;JACKSON CARLOS SOUZA DO SACRAMENTO;44055;JACKSON SACRAMENTO;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;CACHOEIRA;05/12/1977;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;MOTORISTA PARTICULAR;N;NÃO ELEITO;DEFERIDO;23513.0;;;;
250000600418;DEPUTADO FEDERAL;DANIEL DI DONATO;9080;DANIEL DI DONATO;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SÃO PAULO;03/04/1974;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;;1000.0;;9080.0;290.0
250000613737;DEPUTADO FEDERAL;LAÉRCIO BENKO LOPES;3131;LAÉRCIO BENKO;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SÃO PAULO;25/03/1973;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;2399900.0;233761.5;233761.35;3131.0;17388.0
250000618645;DEPUTADO ESTADUAL;SILVANA REIS NICOLAU;44949;SILVANA NICOLAU;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SAO PAULO;11/10/1964;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;N;NÃO ELEITO;DEFERIDO;;17055.7;;;
250000623975;DEPUTADO ESTADUAL;ADELIA OLIVEIRA DE FARIAS;13066;ADELIA;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ASTORGA;05/01/1968;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;AGRICULTOR;N;SUPLENTE;DEFERIDO;;24200.0;20000.0;;
250000618506;DEPUTADO FEDERAL;JOSE ANTONIO DE OLIVEIRA;4439;TIO ZÉ;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SAO PAULO;04/04/1961;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);PRETA;ADMINISTRADOR;N;NÃO ELEITO;DEFERIDO;;;;4439.0;49.0
250000618530;DEPUTADO FEDERAL;CARLOS ROBERTO SARAN;4457;CARLOS SARAN;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;FERNANDÓPOLIS;11/07/1962;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;COMERCIANTE;N;NÃO ELEITO;DEFERIDO;38012.41;11826.4;11326.4;4457.0;754.0
250000618547;DEPUTADO FEDERAL;LUIZ TEOFILO DA SILVA;4441;LUIZ TEOFILO;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;MAUA;14/07/1942;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;JORNALISTA E REDATOR;N;NÃO ELEITO;DEFERIDO;;;;4441.0;286.0
250000603003;DEPUTADO FEDERAL;MOACIR SILVA LIMA;5146;MOTOKA CACHORRO;INAPTO;INDEFERIDO;51;PATRIOTA;PATRIOTA;SÃO CAETANO DO SUL;19/11/1979;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;MOTOBOY;N;;;6000.0;;;;
250000606967;DEPUTADO FEDERAL;RICARDO FIORAVANTI SPINDOLA;7017;RICARDO SPINDOLA;APTO;DEFERIDO;70;AVANTE;AVANTE;SÃO PAULO;15/08/1958;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENGENHEIRO;N;NÃO ELEITO;DEFERIDO;;12375.79;7524.0;7017.0;1777.0
250000617701;DEPUTADO ESTADUAL;REJANE DE VASCONCELOS FELIPE;18555;DRA. REJANE;APTO;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;TABIRA;22/05/1979;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;30000.0;2550.0;1939.2;;
250000619411;DEPUTADO ESTADUAL;WILSON CALDEIRA PAIVA;22777;DR. WILSON PAIVA;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;SÃO PAULO;11/03/1980;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;12440556.24;396267.56;370621.8;;
250000619500;DEPUTADO ESTADUAL;SERGIO ANTONIO DONHA;22133;SERGIO DONHA;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;PRESIDENTE PRUDENTE;04/07/1961;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;965298.81;140330.38;133000.0;;
250000620029;DEPUTADO ESTADUAL;MARINA CAFASSO MOREIRA FARIA;36100;MARINA DOMINE;APTO;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;SAO PAULO;22/07/1976;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;NÃO ELEITO;DEFERIDO;526000.0;1454.0;500.0;;
250000615447;DEPUTADO FEDERAL;RIVALDO DOS SANTOS SILVA;2919;RIVA SILVA;INAPTO;INDEFERIDO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;ARARUNA;30/08/1970;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;PROFESSOR DE ENSINO MÉDIO;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;1350.0;;2919.0;0.0
250000607041;DEPUTADO ESTADUAL;BEIJOMAR GOMES DE OLIVEIRA;70888;BEIJOMAR;APTO;DEFERIDO;70;AVANTE;AVANTE;RIACHO DOS MACHADOS;21/12/1944;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;108196.22;5057.89;3935.0;;
250000615316;DEPUTADO ESTADUAL;VERA LÚCIA DA SILVA VENTURA;43999;PROFESSORA VERA VENTURA;APTO;DEFERIDO;43;PV;PARTIDO VERDE;MOGI DAS CRUZES;18/05/1971;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;N;SUPLENTE;DEFERIDO;1094924.55;37027.18;36957.770000000004;;
250000604980;DEPUTADO ESTADUAL;EDISON DIAS JUNIOR;77700;EDISON JUNIOR;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;SANTOS;12/02/1980;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;SUPLENTE;DEFERIDO;483800.0;682360.0;695410.86;;
250000605734;DEPUTADO ESTADUAL;EDMIR JOSE ABI CHEDID;25118;EDMIR CHEDID;APTO;DEFERIDO;25;DEM;DEMOCRATAS;CAMPINAS;06/08/1965;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;DEPUTADO;S;ELEITO POR QP;DEFERIDO;6247279.32;735399.19;734291.85;;
250000603033;DEPUTADO ESTADUAL;MALAQUIAS ARAUJO MELO;51013;MALAQUIAS MELO;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SÃO PAULO;24/09/1980;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENGENHEIRO;N;SUPLENTE;DEFERIDO;26000.0;7509.0;2305.5;;
250000613719;DEPUTADO FEDERAL;ADEZIO DIAS BARBOZA;3540;ADEZIO DIAS;APTO;DEFERIDO;35;PMB;PARTIDO DA MULHER BRASILEIRA;NOVA AURORA;01/12/1972;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;MÚSICO;N;SUPLENTE;INDEFERIDO COM RECURSO;200000.0;130.0;130.0;3540.0;630.0
250000613775;DEPUTADO FEDERAL;JOSE DONIZETI LOUSADA;1987;DONIZETE LOUSADA;APTO;DEFERIDO;19;PODE;PODEMOS;TAUBATÉ;20/06/1956;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;1046319.25;4257.55;3707.55;1987.0;1398.0
250000604089;DEPUTADO FEDERAL;NAIR FAGUNDES;1561;NAIRZINHA DO TEMPERO;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;JABORANDI;29/05/1965;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;N;SUPLENTE;DEFERIDO;30000.0;7035.88;5001.8;1561.0;335.0
250000618649;DEPUTADO ESTADUAL;WALTER BONETTI;44088;WALTER BONETTI;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SÃO PAULO;23/07/1941;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;COMERCIANTE;N;NÃO ELEITO;DEFERIDO;10924.210000000001;9187.869999999999;;;
250000629688;DEPUTADO FEDERAL;JANETE CRISTINA EVANGELISTA DE SOUZA ;4467;JANETE FITNESS;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SANTA CRUZ DE MINAS;31/10/1975;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;EMPRESÁRIO;N;NÃO ELEITO;DEFERIDO;751700.0;10600.0;10000.0;4467.0;346.0
250000604065;DEPUTADO FEDERAL;TAIS TANARA NOGUEIRA NAUFEL;1544;TANARA BEAUTY;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PORTO ALEGRE;19/06/1977;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;805000.0;39950.74;29983.8;1544.0;609.0
250000617721;DEPUTADO ESTADUAL;RODRIGO PEREIRA DA SILVA;18077;PROF. RODRIGO SILVA ROCHA;APTO;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;JACAREI;15/12/1972;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;SUPLENTE;DEFERIDO;33100.67;1500.0;300.0;;
250000613704;DEPUTADO FEDERAL;CLÉBER ARAÚJO BARBOSA;1912;CLEBER ARAUJO;APTO;DEFERIDO;19;PODE;PODEMOS;SÃO PAULO;14/03/1973;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;N;SUPLENTE;DEFERIDO;51501.729999999996;5751.6;;1912.0;3284.0
250000613326;DEPUTADO ESTADUAL;CLEONICE APARECIDA PEREIRA DA SILVA;17202;CLEONICE SILVA;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;SANTO ANDRÉ;09/06/1954;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;121225.79000000001;10050.0;10150.0;;
250000615197;DEPUTADO FEDERAL;CATIA MARISA TAPPI;1490;CATIA TAPPI;APTO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;SÃO PAULO;12/02/1977;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;25000.0;25000.0;1490.0;309.0
250000601544;DEPUTADO ESTADUAL;GILBERTO MARQUES;50980;GILBERTO BORRACHA;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;PARAPUÃ;05/03/1966;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;VIÚVO(A);PARDA;FOTÓGRAFO E ASSEMELHADOS;N;SUPLENTE;DEFERIDO;;;;;
250000601548;DEPUTADO ESTADUAL;EDINALDO DOS SANTOS MACEDO;50013;EDINALDO MACEDO;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;NOVA SOURE;22/04/1982;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;SERVIDOR PÚBLICO ESTADUAL;N;SUPLENTE;DEFERIDO;14000.0;;1526.04;;
250000619432;DEPUTADO FEDERAL;DAMIÃO FRANCO DE SOUZA;2227;DAMIÃO DE SOUZA;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;LINS;08/04/1977;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;VEREADOR;N;SUPLENTE;DEFERIDO;83035.94;138593.05;112534.55;2227.0;4755.0
250000611301;DEPUTADO FEDERAL;JULIANA APARECIDA PEREIRA;4305;JU;APTO;DEFERIDO;43;PV;PARTIDO VERDE;SÃO PAULO;09/10/1984;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;SECRETÁRIO E DATILÓGRAFO;N;SUPLENTE;DEFERIDO;;3000.0;1980.3;4305.0;190.0
250000613407;DEPUTADO ESTADUAL;CLAUDIO MAGNO DA SILVA;17753;CLAUDINHO;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;JUIZ DE FORA;21/07/1972;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;N;SUPLENTE;DEFERIDO;277297.93;10887.9;10879.1;;
250000607058;DEPUTADO ESTADUAL;DÉBORA DIAS DA SILVA;70043;DÉBORA DIAS;APTO;DEFERIDO;70;AVANTE;AVANTE;SÃO PAULO;23/04/1982;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;N;SUPLENTE;DEFERIDO;5000.0;1194.4299999999998;;;
250000608472;DEPUTADO ESTADUAL;EDSON RODRIGUES CARDOSO;31199;MAJOR CARDOSO;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;MONTE SANTO;12/01/1968;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;POLICIAL MILITAR;N;SUPLENTE;DEFERIDO;525000.0;6400.0;6400.0;;
250000601483;DEPUTADO ESTADUAL;JAIR RODRIGUES DE CARVALHO;50567;JAIR RODRIGUES;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;TERRA BOA;08/08/1957;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;GERENTE;N;SUPLENTE;DEFERIDO;1408000.0;;;;
250000601571;SENADOR;SILVIA ANDREA FERRARO;500;PROFESSORA SILVIA FERRARO;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;CAMPINAS;14/05/1969;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;N;NÃO ELEITO;DEFERIDO;;76252.04000000001;43375.59;;
250000606290;DEPUTADO FEDERAL;IONE MELO MACHADO ANANIAS;1081;PROFESSORA IONE ANANIAS;APTO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;RUY BARBOSA;18/01/1965;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;;65010.5;49995.56;1081.0;500.0
250000608426;DEPUTADO ESTADUAL;WENCESLAU DE SOUZA NETO;35555;LELAU;APTO;DEFERIDO;35;PMB;PARTIDO DA MULHER BRASILEIRA;CARAGUATATUBA;08/11/1967;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;800000.0;1999.5;1999.5;;
250000612219;DEPUTADO ESTADUAL;EDSON CARLOS MIRANDA MONTEIRO;27127;EDSON MONTEIRO;APTO;DEFERIDO;27;DC;DEMOCRACIA CRISTÃ;TAUBATÉ;21/04/1954;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;MÉDICO;N;NÃO ELEITO;DEFERIDO;;4354.1;2627.5;;
250000602974;DEPUTADO FEDERAL;ENOQUE JOSE PEREIRA;5105;ENOQUE DO VAREJÃO DO BRÁS;INAPTO;INDEFERIDO;51;PATRIOTA;PATRIOTA;IBIRAJUBA;15/10/1973;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);PARDA;EMPRESÁRIO;N;NÃO ELEITO;INDEFERIDO COM RECURSO;129000.0;1500.0;;5105.0;0.0
250000612214;DEPUTADO ESTADUAL;CRISTIANA PINHEIRO DUARTE;27607;CRIS PINHEIRO;INAPTO;INDEFERIDO;27;DC;DEMOCRACIA CRISTÃ;FORTALEZA;03/10/1979;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;5026.8099999999995;;;
250000628318;DEPUTADO FEDERAL;WALDEMAR LIMA RODRIGUES DA SILVA;2833;DR. WALDEMAR LIMA;APTO;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;APARECIDA DO TABOADO;02/06/1981;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;1000000.0;7144.82;3500.0;2833.0;335.0
250000612209;DEPUTADO FEDERAL;VANDERLEI CARDOSO DE MOURA;2721;VANDERLEI DA CADERSBRÁS;INAPTO;INDEFERIDO;27;DC;DEMOCRACIA CRISTÃ;SÃO PAULO;09/12/1973;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;MOTORISTA PARTICULAR;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;1008.0;;2721.0;0.0
250000600399;DEPUTADO ESTADUAL;GILBERTO PEREIRA DOS SANTOS;90015;PRESBITERO GILBERTO;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SAO PAULO;15/02/1973;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;;;;
250000613433;DEPUTADO FEDERAL;SELMA DE SOUZA RODRIGUES;1768;SELMA RODRIGUES;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;SÃO PAULO;29/10/1982;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;;10000.0;10036.39;1768.0;278.0
250000602960;DEPUTADO ESTADUAL;ROBERTO PIMENTEL;51177;ROBERTO PIMENTEL;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SAO JOSÉ DO RIO PRETO;06/05/1966;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;N;SUPLENTE;DEFERIDO;171935.6;5679.5;200.5;;
250000628881;DEPUTADO FEDERAL;REGINA LEITE TOLENTINO;1512;REGINA TOLENTINO;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;LUCÉLIA;05/10/1969;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;N;SUPLENTE;DEFERIDO;650000.0;33116.65;30016.65;1512.0;4233.0
250000606277;DEPUTADO FEDERAL;ANA KARIN DIAS DE ALMEIDA ANDRADE;1028;ANA KARIN;APTO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;CRUZEIRO;26/12/1966;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;OUTROS;N;SUPLENTE;INDEFERIDO COM RECURSO;315964.17;393815.5;390000.0;1028.0;1319.0
250000611278;DEPUTADO FEDERAL;EDSON BERTONI;4386;EDSON BANANEIRO;APTO;DEFERIDO;43;PV;PARTIDO VERDE;MAUÁ;06/01/1960;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;3441480.0;30000.0;27000.0;4386.0;1100.0
250000623565;DEPUTADO ESTADUAL;JOSE SEBASTIAO FILHO;12340;JOSE SEBASTIAO;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;AGRESTINA;02/03/1960;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;ECONOMISTA;N;SUPLENTE;DEFERIDO;8000.0;5490.0;240.0;;
250000615230;DEPUTADO FEDERAL;WALLACE ANANIAS DE FREITAS BRUNO;2333;WALLACE;APTO;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;PIRASSUNUNGA;07/09/1977;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;N;SUPLENTE;DEFERIDO;39000.0;27000.0;26821.28;2333.0;5531.0
250000604891;DEPUTADO ESTADUAL;IVANETE ANTONIA DA COSTA;77500;COLEGA IVANETE;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;SÃO PAULO;12/08/1966;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;DIRETOR DE EMPRESAS;N;SUPLENTE;DEFERIDO;8923.14;60568.67;56609.0;;
250000629824;DEPUTADO FEDERAL;CLAUDIO GASPAR DOTTORI;4349;CLAUDIO GASPAR;APTO;DEFERIDO;43;PV;PARTIDO VERDE;CACHOEIRA PAULISTA;02/03/1973;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;ADMINISTRADOR;N;SUPLENTE;PENDENTE DE JULGAMENTO;;23000.0;23000.0;4349.0;1264.0
250000623536;DEPUTADO ESTADUAL;LIZETE MARIA CORREA VALLEJO MORALES;12612;LIZ MARCCO;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SANTA MARIA;04/04/1958;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;N;SUPLENTE;DEFERIDO;;16250.0;9028.69;;
250000615263;DEPUTADO ESTADUAL;EMILIANO ZAPATA FERREIRA MARCELINO SILVA;40888;EMILIANO ZAPATA;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;SAO PAULO;23/01/1990;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO;147497.42;238951.45;235944.65;;
250000600424;DEPUTADO FEDERAL;FABIANO VERGINE TEIXEIRA DE SIQUEIRA;9052;FABIANO SIQUEIRA;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SÃO PAULO;22/04/1981;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;NÃO ELEITO;INDEFERIDO COM RECURSO;100000.0;334650.0;122004.51;9052.0;2585.0
250000624058;DEPUTADO ESTADUAL;SERGIO RIBEIRO SILVA;13139;SERGIO RIBEIRO;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;OSASCO;04/06/1967;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;N;SUPLENTE;DEFERIDO COM RECURSO;139397.69999999998;204429.56;279139.36;;
250000617822;DEPUTADO ESTADUAL;ANTONIO CARLOS BORGES;33533;ANTONIO CARLOS BORGES;INAPTO;NÃO CONHECIMENTO DO PEDIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;UBERABA;20/04/1963;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;MOTORISTA PARTICULAR;N;;;;;;;
250000623551;DEPUTADO ESTADUAL;MAISA CARMAGNANI MESSIAS;12066;MAISA MESSIAS;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SÃO PAULO;02/11/1977;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;REPRESENTANTE COMERCIAL;N;SUPLENTE;INDEFERIDO COM RECURSO;;17655.0;10405.0;;
250000606210;DEPUTADO FEDERAL;AFFONSO SALATI FILHO;1004;DR AFFONSO;APTO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;PIRACICABA;25/12/1958;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;MÉDICO;N;SUPLENTE;DEFERIDO;767371.9299999999;18525.75;9936.45;1004.0;2623.0
250000606887;DEPUTADO FEDERAL;ADRIANO PEREIRA DE OLIVEIRA;7043;ADRIANO CACOLESPO;APTO;DEFERIDO;70;AVANTE;AVANTE;JEQUIE;25/04/1943;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;14370.11;;;7043.0;418.0
250000613338;DEPUTADO ESTADUAL;AGEU DA CRUZ ALMEIDA;17187;CABO AGEU;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;SÃO PAULO;30/08/1973;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;POLICIAL MILITAR;N;SUPLENTE;DEFERIDO;;30630.95;30679.399999999998;;
