id_tse;cargo;nome_completo;numero_candidato;nome_urna;situacao_candidatura;detalhe_situacao_candidatura;numero_partido;sigla_partido;nome_partido;municipio_nascimento;data_nascimento;genero;grau_instrucao;estado_civil;cor_raca;ocupacao;reeleicao;cargo_disputado;situacao_candidatura_urna;bens;receita_campanha;despesa_contratada_campanha;deputado_number;votes
50000622993;DEPUTADO FEDERAL;MARCOS ANTONIO DOS SANTOS LIMA;4470;MARCOS LIMA;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;FEIRA DE SANTANA;06/06/1977;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;VEREADOR;N;SUPLENTE;DEFERIDO;187835.8;28350.0;25855.49;4470.0;11673.0
50000610882;DEPUTADO FEDERAL;ANTONIO TADEU NASCIMENTO FERNANDES;1210;CAPITÃO TADEU;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SALVADOR;21/05/1961;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;POLICIAL MILITAR;N;SUPLENTE;DEFERIDO;437646.07;85990.0;61911.51;1210.0;24358.0
50000620482;DEPUTADO ESTADUAL;RUI ALBERTO RIBEIRO DE OLIVEIRA;77444;DR. RUI;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;MANAUS;20/04/1951;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;MÉDICO;N;NÃO ELEITO;DEFERIDO;1145388.88;20000.0;19988.6;;
50000606434;DEPUTADO FEDERAL;JOCEVAL RODRIGUES DOS SANTOS;2300;JOCEVAL RODRIGUES;APTO;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;SALVADOR;04/10/1970;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;VEREADOR;N;SUPLENTE;DEFERIDO;276622.68;436587.88;436587.88;2300.0;46339.0
50000600883;DEPUTADO FEDERAL;CARLOS GOMES DA SILVA;5088;CARLOS VIGILANTE;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;TEIXEIRA DE FREITAS;08/01/1978;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;VIGILANTE;N;NÃO ELEITO;DEFERIDO;700.0;930.0;827.35;5088.0;1038.0
50000607799;DEPUTADO FEDERAL;MARIA DA LUZ LIMA NUNES;4022;MARIA DA LUZ;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;SÃO FRANSCISCO DO CONDE;02/02/1967;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;ADMINISTRADOR;N;SUPLENTE;DEFERIDO;368000.0;31013.64;9923.16;4022.0;852.0
50000603936;DEPUTADO ESTADUAL;GENIVAL DOS SANTOS;65765;COMPANHEIRO GENIVAL;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;CANDEIAS;26/10/1964;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;COMERCIÁRIO;N;SUPLENTE;DEFERIDO;140000.0;33608.27;30410.48;;
50000608079;DEPUTADO FEDERAL;MARINALVA RODRIGUES GUIMARÃES;1588;MARINALVA GUIMARÃES;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;RIBEIRA DO AMPARO;15/07/1972;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;800000.0;21000.0;19999.6;1588.0;424.0
50000608598;DEPUTADO ESTADUAL;JACIARA MOREIRA DA SILVA;10222;PRÓ JACI;APTO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;SALVADOR;21/09/1957;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;DIRETOR DE ESTABELECIMENTO DE ENSINO;N;SUPLENTE;DEFERIDO;15000.0;73299.0;14904.5;;
50000625434;DEPUTADO FEDERAL;DEUSDETE MARTINS OLIVEIRA;2025;DETINHA MARTINS;APTO;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;CASTRO ALVES;12/12/1949;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;200000.0;9816.54;6813.2;2025.0;381.0
50000600903;DEPUTADO ESTADUAL;GILVÃ COELHO REIS;50322;PROF. GILVA;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;SALVADOR;10/05/1977;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;POLICIAL MILITAR;N;SUPLENTE;DEFERIDO;350000.0;400.0;;;
50000605147;DEPUTADO ESTADUAL;MARIA DAS GRAÇAS SANTANA DA SILVA;20580;GRAÇA SANTANA;APTO;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;SÃO SEBASTIÃO DO PASSÉ;30/03/1962;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;2900.0;8616.54;4942.2;;
50000622084;SENADOR;KLEBER REBOUÇAS RANGEL;170;COMANDANTE RANGEL;APTO;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;VITÓRIA DA CONQUISTA;20/02/1960;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;EMPRESÁRIO;N;NÃO ELEITO;DEFERIDO;63000.0;66109.54000000001;61954.94;;
50000618936;SENADOR;ADROALDO OLIVEIRA DOS SANTOS;290;ADROALDO DOS SANTOS;APTO;DEFERIDO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;FEIRA DE SANTANA;19/11/1967;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;N;NÃO ELEITO;DEFERIDO;15955.18;1350.0;;;
50000606021;DEPUTADO FEDERAL;JOÃO GUALBERTO VASCONCELOS;4567;JOÃO GUALBERTO;INAPTO;RENÚNCIA;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;ITABAIANA;06/07/1958;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;S;;;131772917.34;;;4567.0;3588.0
50000600869;DEPUTADO FEDERAL;JOSÉ FERREIRA GUIRRA;5004;JOSE GUIRRA;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;SENHOR DO BONFIM;22/02/1977;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;ADMINISTRADOR;N;NÃO ELEITO;DEFERIDO;125000.0;73.2;13.2;5004.0;441.0
50000622991;DEPUTADO FEDERAL;ELIANA CABRAL DOS SANTOS;4478;ELIANA CABRAL;APTO;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;CAMPO FORMOSO;04/05/1968;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;ARTESÃO;N;SUPLENTE;DEFERIDO;;3000.0;3000.0;4478.0;165.0
50000608039;DEPUTADO ESTADUAL;LUIS MAURICIO BACELLAR BATISTA;19789;MAURICIO BACELAR;APTO;DEFERIDO;19;PODE;PODEMOS;ESPALNADA;28/01/1963;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENGENHEIRO;N;SUPLENTE;DEFERIDO;1861135.4;46500.0;42347.32;;
50000608076;DEPUTADO FEDERAL;LÚCIO QUADROS VIEIRA LIMA;1518;LÚCIO VIEIRA LIMA;APTO;DEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;SALVADOR;19/11/1962;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;S;NÃO ELEITO;DEFERIDO;9258396.85;2455100.0;2454900.27;1518.0;55743.0
50000622612;DEPUTADO ESTADUAL;SOLIMAR FORTUNATO RIBEIRO;33036;PRO SOL;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;SALVADOR;04/10/1973;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;PROFESSOR DE ENSINO FUNDAMENTAL;N;NÃO ELEITO;DEFERIDO;;3936.0;2988.95;;
50000622667;DEPUTADO ESTADUAL;VICENTE RATON CARNEIRO;36212;PROFESSOR RATTON;APTO;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;SALVADOR;02/12/1960;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;N;NÃO ELEITO;DEFERIDO;;812.0;797.91;;
50000621279;DEPUTADO FEDERAL;CLAUDIA OLIVEIRA DE JESUS;9013;CLAUDIA OLIVEIRA;APTO;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;SALVADOR;21/03/1967;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;50000.0;;;9013.0;477.0
50000603939;DEPUTADO ESTADUAL;MARIA OLIVIA SANTANA;65500;OLIVIA SANTANA;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;SALVADOR;25/03/1967;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;PROFESSOR DE ENSINO MÉDIO;N;ELEITO POR QP;DEFERIDO;411425.0;418612.91;331582.63;;
50000605161;DEPUTADO ESTADUAL;LAERTE LEANDRO DE ARAUJO FERNANDES;20777;LAERTE DO VANDO;APTO;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;MONTE SANTO;23/05/1992;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;VEREADOR;N;ELEITO POR QP;DEFERIDO;93452.71;141728.19;136662.1;;
50000606387;DEPUTADO FEDERAL;ROSIMEIRE SILVA DOS SANTOS;3161;ROSE DO POVO;APTO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SANTO ANTONIO DE JESUS;18/12/1972;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;COMERCIANTE;N;SUPLENTE;DEFERIDO;;;;3161.0;397.0
50000625431;DEPUTADO FEDERAL;ANA MARIA SANTANA DE JESUS;5488;ANA SANTANA;APTO;DEFERIDO;54;PPL;PARTIDO PÁTRIA LIVRE;SALVADOR;02/01/1962;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;;;;5488.0;93.0
50000620474;DEPUTADO ESTADUAL;CLARA SENA GRAPIUNA MEDEIROS;77000;CLARA SENA;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;SALVADOR;02/11/1986;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;JORNALISTA E REDATOR;N;NÃO ELEITO;DEFERIDO;80000.0;571190.0;571190.0;;
50000620051;DEPUTADO FEDERAL;VALMIR CARLOS DA ASSUNÇÃO;1310;VALMIR ASSUNÇÃO;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ITAMARAJU;17/12/1964;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;DEPUTADO;N;ELEITO POR QP;DEFERIDO;1030000.0;988162.5;962229.73;1310.0;118313.0
50000608605;DEPUTADO ESTADUAL;MAURÍCIO GONÇALVES TRINDADE;25300;MAURICIO TRINDADE;APTO;DEFERIDO;25;DEM;DEMOCRATAS;SALVADOR;10/09/1962;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;VEREADOR;N;SUPLENTE;DEFERIDO;585591.35;98400.0;95000.0;;
50000600856;1º SUPLENTE;BERNADETE SOUZA FERREIRA;500;BERNADETE SOUZA;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;ESTANCIA SE;20/05/1968;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;AGRICULTOR;N;NÃO ELEITO;DEFERIDO;120000.0;;;;
50000620472;DEPUTADO ESTADUAL;JOSÉ CARLOS DA SILVA;77678;J.CARLOS;INAPTO;INDEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;SALVADOR;09/02/1950;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;MOTORISTA PARTICULAR;N;;;1996226.1;;;;
50000622953;DEPUTADO FEDERAL;HECKEL HERBERT PEDREIRA SANTOS;3333;PEDREIRA;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;SALVADOR;21/05/1965;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;ECONOMISTA;N;SUPLENTE;DEFERIDO;1323497.25;133700.0;120054.75;3333.0;2349.0
50000608633;DEPUTADO FEDERAL;JOSÉ CARLOS ALELUIA COSTA;2555;ALELUIA;APTO;DEFERIDO;25;DEM;DEMOCRATAS;SALVADOR;09/12/1947;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;DEPUTADO;S;SUPLENTE;DEFERIDO;6405041.86;1189025.5;1190530.87;2555.0;68257.0
50000628379;DEPUTADO FEDERAL;MARINALVA DOS SANTOS FERREIRA;2574;PROF. MARINALVA FERREIRA;APTO;DEFERIDO;25;DEM;DEMOCRATAS;SANTO AMARO DA PURIFICAÇÃO;28/04/1954;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;;;2574.0;364.0
50000603967;DEPUTADO ESTADUAL;VALMIR ARAUJO DA ROCHA;65000;VALMIR ROCHA;APTO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;SANTO ANASTACIO;04/10/1966;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;245900.0;109999.5;100833.95999999999;;
50000600928;DEPUTADO FEDERAL;DULCE TAMARA DA ROCHA LAMEGO DA SILVA;5023;DULCE AQUINO;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;IBICUI;26/12/1944;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;PROFESSOR DE ENSINO SUPERIOR;N;NÃO ELEITO;DEFERIDO;293300.0;17534.0;17134.0;5023.0;1407.0
50000620491;DEPUTADO ESTADUAL;MARIO NOGUEIRA DOS SANTOS;77123;DR. MÁRIO;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;SANTO AMARO;26/02/1954;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;MÉDICO;N;NÃO ELEITO;DEFERIDO;656351.24;60969.68;54838.75;;
50000620487;DEPUTADO ESTADUAL;MARCIO SOUZA MOTA;77789;MARCIO MOTTA;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;CONCEIÇÃO DA FEIRA;19/10/1984;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;N;NÃO ELEITO;DEFERIDO;;6500.0;6500.0;;
50000609081;DEPUTADO ESTADUAL;JAIR FERREIRA DE SANTANA;17400;JAIR SANTANA;INAPTO;INDEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;ALVORADA DO NORTE;23/07/1972;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;SERVIDOR PÚBLICO MUNICIPAL;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;1300.0;;;
50000608029;DEPUTADO ESTADUAL;JOAO VITOR DE CASTRO LINO BONFIM;22700;VITOR BONFIM;APTO;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;IBOTIRAMA;25/07/1981;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;DEPUTADO;S;ELEITO POR QP;DEFERIDO;1372027.52;537795.09;493290.59;;
50000622952;DEPUTADO FEDERAL;GUIMARINA MARIA DE OLIVEIRA DOS SANTOS;3325;MARINA DA FARMÁCIA;APTO;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;SALVADOR;28/01/1958;FEMININO;LÊ E ESCREVE;CASADO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;;3334.0;3000.0;3325.0;231.0
50000628375;DEPUTADO FEDERAL;FRANCISCO PEREIRA FRANCO JÚNIOR;2510;CHICO FRANCO;APTO;DEFERIDO;25;DEM;DEMOCRATAS;LAURO DE FREITAS;03/11/1967;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;ADMINISTRADOR;N;SUPLENTE;DEFERIDO;500000.0;64000.0;63894.98;2510.0;4920.0
50000607751;DEPUTADO ESTADUAL;MARIA ALICE PEREIRA DE JESUS;51197;SOL PROTETORA;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SALVADOR;23/09/1968;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;SUPLENTE;DEFERIDO;;1121.88;;;
50000604272;DEPUTADO FEDERAL;PAULO ALMEIDA;5100;PAULO ALMEIDA;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;ANDARAÍ;04/08/1969;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;480000.0;4250.61;2600.0;5100.0;1040.0
50000600934;DEPUTADO ESTADUAL;GEANE DOS SANTOS TEIXEIRA;50705;GEANE DO ACARAJE;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;CAMAÇARI;27/01/1985;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;COZINHEIRO;N;SUPLENTE;DEFERIDO;;60.0;;;
50000600896;DEPUTADO FEDERAL;UILSON MAGALHAES SILVA;5089;PROF. UILSON;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MACAÚBAS;27/10/1974;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;NÃO ELEITO;DEFERIDO;98000.0;500.0;365.0;5089.0;1600.0
50000628937;DEPUTADO FEDERAL;JORGE AUGUSTO FERREIRA DE ARAGÃO;2509;BEIJOCA;APTO;DEFERIDO;25;DEM;DEMOCRATAS;SALVADOR;23/04/1954;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;;3000.0;10000.0;2509.0;1236.0
50000605153;DEPUTADO ESTADUAL;YVONE NEPOMUCENO DE SOUZA;20337;IRMÃ YVONE;APTO;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;SALVADOR;17/02/1969;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;N;SUPLENTE;DEFERIDO;;10616.54;7000.0;;
50000622625;DEPUTADO ESTADUAL;HELDER PATRIARCA DOS SANTOS;36773;HELDER PATRIARCA;APTO;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;SALVADOR;16/12/1963;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;OUTROS;N;NÃO ELEITO;DEFERIDO;;113.2;13.2;;
50000606398;DEPUTADO ESTADUAL;EDCARLOS DA CONCEIÇÃO SANTOS;31420;EDDY CITY;INAPTO;NÃO CONHECIMENTO DO PEDIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SALVADOR;28/03/1982;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;CANTOR E COMPOSITOR;N;;;;;;;
50000600911;DEPUTADO FEDERAL;JOSÉ MARCOS LISBOA DOS SANTOS;5099;MARCOS LISBOA;APTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;SALVADOR;27/03/1967;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;SERVIDOR PÚBLICO FEDERAL;N;NÃO ELEITO;DEFERIDO;55000.0;4600.0;2375.67;5099.0;384.0
50000607741;DEPUTADO ESTADUAL;JOSÉ ANTONIO OLIVEIRA DE SANTANA;51789;ZÉ ANTONIO;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;EUCLIDES DA CUNHA;08/06/1964;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;156000.0;7157.11;4900.0;;
50000625037;DEPUTADO FEDERAL;RAIMUNDO MIRANDA DE OLIVEIRA;1250;RAIMUNDO MIRANDA;APTO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;FEIRA DE SANTANA;16/05/1938;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);N;SUPLENTE;DEFERIDO;964000.0;;4038.42;1250.0;368.0
50000607786;DEPUTADO FEDERAL;JOSEILDO RIBEIRO RAMOS;1361;JOSEILDO RAMOS;APTO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ALAGOINHAS;23/08/1957;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;AGRÔNOMO;N;SUPLENTE;DEFERIDO;1491990.65;746343.75;722752.73;1361.0;73934.0
50000605155;DEPUTADO ESTADUAL;HELDER LUIS ALMEIDA DE SOUSA;20100;PASTOR HELDER;APTO;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;SALVADOR;17/12/1957;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;N;SUPLENTE;DEFERIDO;947000.0;5126.5199999999995;2500.0;;
50000604265;DEPUTADO FEDERAL;ROBSON PEREIRA DA SILVA;5106;ROBSON PETISCO;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SÃO PAULO;21/08/1972;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;EMPRESÁRIO;N;NÃO ELEITO;DEFERIDO;302000.0;1650.61;;5106.0;394.0
50000607737;DEPUTADO ESTADUAL;JOCELMA DA CRUZ BARREIROS;51088;LOIRA COBRADORA;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SALVADOR;03/09/1984;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);AMARELA;COBRADOR DE TRANSPORTE COLETIVO;N;SUPLENTE;DEFERIDO;;1281.88;140.0;;
50000622088;1º SUPLENTE;ANTONIO CARLOS DOS SANTOS;170;ANTONIO CARLOS;INAPTO;INDEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;RIBEIRA DO POMBAL;31/08/1956;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;EMPRESÁRIO;N;;;;;;;
50000622623;DEPUTADO ESTADUAL;GERALDO DOS SANTOS;36113;GERALDO NIGA;APTO;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;SALVADOR;25/05/1963;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;934.0;;;
50000622666;DEPUTADO ESTADUAL;JOABSON PEREIRA DOS SANTOS;36150;JOABSON PEREIRA;INAPTO;INDEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;IBICARAÍ;06/11/1985;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;EMPRESÁRIO;N;NÃO ELEITO;INDEFERIDO COM RECURSO;;612.85;393.55;;
50000622965;DEPUTADO FEDERAL;FERNANDA BRITO FARIAS;3603;FERNANDA BRITO;INAPTO;INDEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;GUANAMBI;30/08/1986;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;N;;;;133.32;;;
50000604275;DEPUTADO FEDERAL;MANDYRA DE OLIVEIRA RAMOS;5101;MANDYRA DE OLIVEIRA RAMOS;APTO;DEFERIDO;51;PATRIOTA;PATRIOTA;SALVADOR;24/05/1973;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;ADVOGADO;N;NÃO ELEITO;DEFERIDO;140000.0;1726.88;589.5;5101.0;644.0
50000628985;DEPUTADO FEDERAL;IVONE OLIVEIRA SILVA;2377;IVONE OLIVEIRA;INAPTO;INDEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;SALVADOR;16/03/1977;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;N;;;;;;;
50000608580;DEPUTADO ESTADUAL;PAULO SERGIO DE SA BITTENCOURT CÂMARA;45500;PAULO CÂMARA;APTO;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;SALVADOR;07/11/1972;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;N;ELEITO POR QP;DEFERIDO;922617.72;321050.0;276002.32;;
50000608130;DEPUTADO ESTADUAL;DURVAL QUEIROZ ALVES NETO;27277;NETO METRALHANDO A CORRUPÇÃO;APTO;DEFERIDO;27;DC;DEMOCRACIA CRISTÃ;JEQUIE;29/04/1969;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;COMERCIANTE;N;SUPLENTE;DEFERIDO;;3413.2;3412.4;;
50000606436;DEPUTADO ESTADUAL;FERNANDO DE CARVALHO GOMES;23000;AMIGO FERNANDO GOMES;APTO;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;MOSSORO;02/07/1967;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;EMPRESÁRIO;N;SUPLENTE;DEFERIDO;138068.7;10000.0;10018.48;;
50000609219;DEPUTADO FEDERAL;LUCIANO ARAUJO DE OLIVEIRA;7777;LUCIANO ARAUJO;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;VALENTE;18/10/1966;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;ADMINISTRADOR;N;SUPLENTE;DEFERIDO;998818.0;1585000.0;1584411.7;7777.0;37732.0
50000629700;DEPUTADO FEDERAL;ROBSON SILVA MOREIRA;1574;ROBSON MOREIRA;INAPTO;INDEFERIDO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;SALVADOR;20/06/1968;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;OUTROS;N;;;;;;;
50000625679;DEPUTADO ESTADUAL;PAULO MARCELO DOS REIS SILVA;77369;MARCELO DA OI;APTO;DEFERIDO;77;SOLIDARIEDADE;SOLIDARIEDADE;ITABUNA;03/09/1971;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;NÃO ELEITO;DEFERIDO;;8000.0;7940.7;;
50000608048;DEPUTADO ESTADUAL;COSME OLIVEIRA DOS SANTOS;40789;COSME OLIVEIRA;APTO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MASCOTE;08/06/1968;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;N;SUPLENTE;DEFERIDO;44133.119999999995;12398.55;10013.55;;
